number,value,datetime_start,datetime_complete,duration,params_--d_model,params_--dropout,params_--learning_rate,params_--learning_rate_schedule,params_--n_layer,params_--num_train_epochs,params_--per_device_train_batch_size,params_--weight_decay,system_attrs_fail_reason,state
122,0.21614571775638466,2020-10-14 12:40:53.024112,2020-10-14 16:55:06.730484,0 days 04:14:13.706372000,160.0,0.3,0.002037569635384164,linear_with_warmup,1.0,10.0,128.0,3.4741597283487336e-05,,COMPLETE
123,0.22106731405824087,2020-10-14 12:45:04.457363,2020-10-14 16:57:11.750961,0 days 04:12:07.293598000,160.0,0.3,0.0005232506778393943,linear_with_warmup,1.0,10.0,128.0,1.5413277987295776e-05,,COMPLETE
124,0.22553540237472045,2020-10-14 15:09:06.281566,2020-10-14 20:14:55.736816,0 days 05:05:49.455250000,224.0,0.3,0.000554863883488058,linear_with_warmup,1.0,10.0,128.0,3.402976623248158e-05,,COMPLETE
125,0.2160729953716121,2020-10-14 15:34:02.891067,2020-10-14 20:10:41.590651,0 days 04:36:38.699584000,160.0,0.3,0.001996609374478743,linear_with_warmup,1.0,10.0,128.0,3.621320943939816e-05,,COMPLETE
126,0.2216491136555898,2020-10-14 16:00:01.497395,2020-10-14 20:57:51.839614,0 days 04:57:50.342219000,160.0,0.3,0.00053163528041458,linear_with_warmup,1.0,10.0,128.0,3.496016936500381e-05,,COMPLETE
127,0.22152764041430134,2020-10-14 16:55:08.874819,2020-10-14 21:07:56.549149,0 days 04:12:47.674330000,160.0,0.3,0.0005130179734761129,linear_with_warmup,1.0,10.0,128.0,1.423742781188661e-05,,COMPLETE
128,0.2267256461441573,2020-10-14 16:57:12.365127,2020-10-14 19:33:34.120871,0 days 02:36:21.755744000,160.0,0.3,0.0012151886155882783,linear_with_warmup,1.0,6.0,128.0,3.1930097179638896e-05,,COMPLETE
129,0.22563468060746367,2020-10-14 19:33:35.691068,2020-10-14 22:28:46.975053,0 days 02:55:11.283985000,224.0,0.3,0.001222569826993632,linear_with_warmup,1.0,6.0,128.0,5.290410098723193e-06,,COMPLETE
130,0.22723582100707349,2020-10-14 20:10:42.504191,2020-10-14 23:05:20.628714,0 days 02:54:38.124523000,192.0,0.3,0.0011846718563347214,linear_with_warmup,1.0,6.0,128.0,4.698053864776476e-05,,COMPLETE
131,0.2110620860784798,2020-10-14 20:14:56.156309,2020-10-14 23:22:49.936986,0 days 03:07:53.780677000,256.0,0.3,0.00038824402105512595,linear_with_warmup,1.0,6.0,128.0,4.841991205526059e-05,,COMPLETE
132,0.22319030339531323,2020-10-14 20:57:52.217240,2020-10-15 00:23:51.047251,0 days 03:25:58.830011000,256.0,0.3,0.0006741708180384291,linear_with_warmup,1.0,6.0,128.0,4.826609952954792e-05,,COMPLETE
133,0.2228828240709153,2020-10-14 21:07:57.569543,2020-10-15 00:02:55.130764,0 days 02:54:57.561221000,224.0,0.3,0.0006933160127061299,linear_with_warmup,1.0,6.0,128.0,4.528278318250195e-05,,COMPLETE
134,0.22254107969455084,2020-10-14 22:28:47.904302,2020-10-15 01:28:01.921612,0 days 02:59:14.017310000,256.0,0.3,0.0006681469226836044,linear_with_warmup,1.0,6.0,128.0,5.381033850349973e-06,,COMPLETE
135,0.22198146641309643,2020-10-14 23:05:24.059451,2020-10-15 02:00:26.339498,0 days 02:55:02.280047000,224.0,0.3,0.0006724461297361182,linear_with_warmup,1.0,6.0,128.0,5.477595086860972e-06,,COMPLETE
136,0.2259850753476474,2020-10-14 23:22:50.853330,2020-10-15 02:19:14.445012,0 days 02:56:23.591682000,224.0,0.3,0.0011328206563005038,linear_with_warmup,1.0,6.0,128.0,5.071727115870718e-06,,COMPLETE
137,0.22541479906636347,2020-10-15 00:02:56.510656,2020-10-15 02:34:09.492180,0 days 02:31:12.981524000,224.0,0.3,0.0012000939581169809,linear_with_warmup,1.0,5.0,128.0,5.452675999489025e-06,,COMPLETE
138,0.22562758502906238,2020-10-15 00:23:51.815596,2020-10-15 03:04:03.256366,0 days 02:40:11.440770000,224.0,0.3,0.0012180046067244812,linear_with_warmup,1.0,5.0,128.0,4.391238761486156e-06,,COMPLETE
139,0.20303246237623654,2020-10-15 01:28:03.080512,2020-10-15 04:18:49.134462,0 days 02:50:46.053950000,224.0,0.3,0.0011131476653656427,linear_with_warmup,2.0,5.0,128.0,3.7555356965046747e-06,,COMPLETE
140,0.2074695847852544,2020-10-15 02:00:27.972662,2020-10-15 04:58:26.017571,0 days 02:57:58.044909000,224.0,0.3,0.0011866933263883135,linear_with_warmup,2.0,5.0,128.0,5.805309564337721e-05,,COMPLETE
141,0.20672805132071065,2020-10-15 02:19:17.362238,2020-10-15 05:16:29.390806,0 days 02:57:12.028568000,224.0,0.3,0.0012014950161671097,linear_with_warmup,2.0,5.0,128.0,3.241421762356645e-06,,COMPLETE
142,0.22552015675747178,2020-10-15 02:34:11.923029,2020-10-15 05:34:51.979697,0 days 03:00:40.056668000,224.0,0.3,0.0011819126798159121,linear_with_warmup,1.0,5.0,128.0,3.872174045716712e-06,,COMPLETE
143,0.22368492012549737,2020-10-15 03:04:04.072852,2020-10-15 06:09:37.795891,0 days 03:05:33.723039000,224.0,0.3,0.001504634881275243,linear_with_warmup,1.0,5.0,128.0,3.205873574018885e-06,,COMPLETE
144,0.2131290094574035,2020-10-15 04:18:50.408109,2020-10-15 07:46:07.952958,0 days 03:27:17.544849000,288.0,0.3,0.002307443202533329,linear_with_warmup,1.0,5.0,128.0,4.015719091388654e-06,,COMPLETE
145,0.2258415112362517,2020-10-15 04:58:26.589865,2020-10-15 07:38:36.584281,0 days 02:40:09.994416000,192.0,0.3,0.001499114144927634,linear_with_warmup,1.0,5.0,128.0,2.9740889968362912e-06,,COMPLETE
146,,2020-10-15 05:16:30.885188,2020-10-15 05:36:05.836781,0 days 00:19:34.951593000,192.0,0.3,0.0009342846634139819,linear_with_warmup,1.0,4.0,128.0,6.760020006559134e-06,"Trial 146 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
147,0.22355983536328275,2020-10-15 05:34:55.189539,2020-10-15 07:28:57.210577,0 days 01:54:02.021038000,192.0,0.3,0.0023657433742562367,linear_with_warmup,1.0,4.0,192.0,2.689480093462271e-06,,COMPLETE
148,0.22123624228087518,2020-10-15 05:36:06.883109,2020-10-15 07:56:21.832387,0 days 02:20:14.949278000,192.0,0.3,0.0015456541396017742,linear_with_warmup,1.0,4.0,192.0,3.2194965723524696e-06,,COMPLETE
149,0.21740158622454864,2020-10-15 06:09:38.628656,2020-10-15 09:31:43.381833,0 days 03:22:04.753177000,192.0,0.3,0.0009211686323397909,linear_with_warmup,1.0,4.0,128.0,4.2958296813728715e-06,,COMPLETE
150,0.22289406808965362,2020-10-15 07:28:57.915324,2020-10-15 11:14:43.097299,0 days 03:45:45.181975000,288.0,0.3,0.0009711634112509643,linear_with_warmup,1.0,7.0,128.0,4.342579451976563e-06,,COMPLETE
151,0.21657863159129825,2020-10-15 07:38:37.563953,2020-10-15 09:47:11.858171,0 days 02:08:34.294218000,192.0,0.3,0.0009078953297515256,linear_with_warmup,1.0,4.0,128.0,4.4362609115395926e-06,,COMPLETE
152,0.2220850557191372,2020-10-15 07:46:08.624400,2020-10-15 10:33:21.334570,0 days 02:47:12.710170000,192.0,0.3,0.0009084341903134462,linear_with_warmup,1.0,4.0,64.0,6.6841739256824736e-06,,COMPLETE
153,0.22526237569822602,2020-10-15 07:56:22.640379,2020-10-15 10:53:00.273834,0 days 02:56:37.633455000,192.0,0.3,0.0008985404662369343,linear_with_warmup,1.0,6.0,128.0,4.67204244403456e-06,,COMPLETE
154,0.22731786587561023,2020-10-15 09:31:44.259906,2020-10-15 12:38:44.589905,0 days 03:07:00.329999000,192.0,0.3,0.0009582451193182126,linear_with_warmup,1.0,7.0,128.0,1.7006506168323184e-06,,COMPLETE
155,0.21330675971148957,2020-10-15 09:47:14.175208,2020-10-15 13:11:48.350556,0 days 03:24:34.175348000,256.0,0.3,0.0017406978106055213,linear_with_warmup,1.0,7.0,128.0,7.222673762688111e-06,,COMPLETE
156,0.22077453432304603,2020-10-15 10:33:21.913331,2020-10-15 13:34:35.661462,0 days 03:01:13.748131000,256.0,0.3,0.001451238800840675,linear_with_warmup,1.0,6.0,128.0,1.00849160985232e-06,,COMPLETE
157,0.21448056759700646,2020-10-15 10:53:01.483070,2020-10-15 14:18:05.965811,0 days 03:25:04.482741000,256.0,0.3,0.0018029233800639726,linear_with_warmup,1.0,7.0,128.0,2.6701087273346073e-06,,COMPLETE
158,0.22097130372681548,2020-10-15 11:14:45.909262,2020-10-15 14:15:28.525510,0 days 03:00:42.616248000,256.0,0.3,0.00139271836403646,linear_with_warmup,1.0,6.0,128.0,2.210271948532846e-06,,COMPLETE
159,0.22168807830117632,2020-10-15 12:38:47.502522,2020-10-15 15:47:20.176213,0 days 03:08:32.673691000,192.0,0.3,0.0017160423249896353,linear_with_warmup,1.0,7.0,128.0,1.2263312965621807e-06,,COMPLETE
160,0.2255594637880002,2020-10-15 13:11:49.113542,2020-10-15 15:58:40.633448,0 days 02:46:51.519906000,192.0,0.3,0.0014457955590845104,linear_with_warmup,1.0,6.0,128.0,1.3552818595595497e-06,,COMPLETE
161,0.22545270623575897,2020-10-15 13:34:37.802867,2020-10-15 16:43:17.970206,0 days 03:08:40.167339000,192.0,0.3,0.0013346657970571846,linear_with_warmup,1.0,7.0,128.0,1.4740241792986898e-06,,COMPLETE
162,0.2254995013575512,2020-10-15 14:15:29.233794,2020-10-15 17:23:22.241804,0 days 03:07:53.008010000,192.0,0.3,0.0013147623534454829,linear_with_warmup,1.0,7.0,128.0,1.4557595797408852e-06,,COMPLETE
163,0.2263417637852436,2020-10-15 14:18:06.455876,2020-10-15 17:04:57.282491,0 days 02:46:50.826615000,192.0,0.3,0.0012523158904415666,linear_with_warmup,1.0,6.0,128.0,3.0051018951188072e-05,,COMPLETE
164,0.22610749754460888,2020-10-15 15:47:21.129954,2020-10-15 18:30:43.517264,0 days 02:43:22.387310000,192.0,0.3,0.0012897786704433682,linear_with_warmup,1.0,6.0,128.0,1.663801221007429e-06,,COMPLETE
