number,value,datetime_start,datetime_complete,duration,params_--d_model,params_--dropout,params_--learning_rate,params_--learning_rate_schedule,params_--n_head,params_--n_layer,params_--num_train_epochs,params_--per_device_train_batch_size,params_--weight_decay,system_attrs_fail_reason,state
290,0.44562969263047414,2020-10-11 17:38:35.926218,2020-10-11 22:08:03.363996,0 days 04:29:27.437778000,256.0,0.1,0.004437125097917595,constant_with_warmup,2.0,2.0,8.0,128.0,1.3865936698990884e-05,,COMPLETE
291,0.45392109286563914,2020-10-11 21:41:36.151660,2020-10-12 03:15:38.557853,0 days 05:34:02.406193000,256.0,0.1,0.004200098829900725,constant_with_warmup,2.0,2.0,8.0,64.0,3.9295282424970855e-06,,COMPLETE
292,0.4795039711138053,2020-10-11 21:56:35.913154,2020-10-12 02:06:29.211104,0 days 04:09:53.297950000,256.0,0.1,0.004400970538707362,constant_with_warmup,2.0,2.0,8.0,128.0,3.833618284826713e-06,,COMPLETE
293,0.42026255921644307,2020-10-11 21:57:46.368185,2020-10-12 01:59:59.778528,0 days 04:02:13.410343000,256.0,0.1,0.004357199255434283,constant_with_warmup,2.0,2.0,8.0,128.0,2.390545264904807e-06,,COMPLETE
294,0.23550540534776276,2020-10-11 22:08:03.996026,2020-10-12 04:15:58.156129,0 days 06:07:54.160103000,256.0,0.1,0.0012992024363044402,constant_with_warmup,2.0,2.0,8.0,64.0,3.7571616486648624e-06,,COMPLETE
295,0.24772824785732864,2020-10-11 23:09:12.776395,2020-10-12 03:22:17.095625,0 days 04:13:04.319230000,256.0,0.1,0.0011897388992970176,constant_with_warmup,2.0,2.0,8.0,128.0,3.5182035569340925e-06,,COMPLETE
296,0.24550239702037566,2020-10-12 02:00:00.675882,2020-10-12 07:29:08.508117,0 days 05:29:07.832235000,256.0,0.1,0.000899052372312346,constant_with_warmup,2.0,2.0,8.0,64.0,3.7596118605061714e-06,,COMPLETE
297,0.4658034157887437,2020-10-12 02:06:30.265393,2020-10-12 07:35:38.876840,0 days 05:29:08.611447000,256.0,0.1,0.003149455564825141,constant_with_warmup,2.0,2.0,8.0,64.0,3.763467245657974e-06,,COMPLETE
298,0.4890847841285934,2020-10-12 03:15:40.500282,2020-10-12 08:44:29.748504,0 days 05:28:49.248222000,256.0,0.1,0.0030357914667392717,constant_with_warmup,2.0,2.0,8.0,64.0,2.693913642165793e-06,,COMPLETE
299,0.5226499655172323,2020-10-12 03:22:18.189849,2020-10-12 08:49:07.914351,0 days 05:26:49.724502000,256.0,0.1,0.0031073696250359206,constant_with_warmup,2.0,2.0,8.0,64.0,5.85995184336787e-06,,COMPLETE
300,0.49608783748229135,2020-10-12 04:15:59.387704,2020-10-12 10:30:47.571041,0 days 06:14:48.183337000,256.0,0.1,0.0029379741878133867,constant_with_warmup,2.0,2.0,8.0,64.0,5.133497144829086e-06,,COMPLETE
301,0.45165067657748975,2020-10-12 07:29:09.421037,2020-10-12 11:45:16.463550,0 days 04:16:07.042513000,256.0,0.1,0.002261841416472991,constant_with_warmup,2.0,2.0,6.0,64.0,5.840168710891013e-06,,COMPLETE
302,0.41476240276567605,2020-10-12 07:35:39.563384,2020-10-12 11:56:08.924382,0 days 04:20:29.360998000,256.0,0.1,0.0021649675568823565,constant_with_warmup,2.0,2.0,6.0,64.0,5.669916837272312e-06,,COMPLETE
303,0.5513989834435264,2020-10-12 08:44:31.520409,2020-10-12 14:49:10.872466,0 days 06:04:39.352057000,256.0,0.1,0.002162094632215143,constant_with_warmup,2.0,2.0,9.0,64.0,5.189724812073076e-06,,COMPLETE
304,0.5102099326754838,2020-10-12 08:49:10.383513,2020-10-12 14:49:48.207139,0 days 06:00:37.823626000,256.0,0.1,0.0021985001770783584,constant_with_warmup,2.0,2.0,9.0,64.0,6.4142012832056325e-06,,COMPLETE
305,0.5158801311679093,2020-10-12 10:30:49.632695,2020-10-12 17:18:15.912833,0 days 06:47:26.280138000,256.0,0.1,0.002311364255413279,constant_with_warmup,2.0,2.0,9.0,64.0,4.6152791944659446e-06,,COMPLETE
306,0.4746018199611252,2020-10-12 11:45:18.218466,2020-10-12 15:42:17.420098,0 days 03:56:59.201632000,256.0,0.1,0.003815166574924076,constant_with_warmup,2.0,2.0,9.0,256.0,4.794685071564397e-06,,COMPLETE
307,,2020-10-12 11:56:09.600133,,,256.0,0.1,0.00380788841197962,constant_with_warmup,2.0,2.0,9.0,64.0,4.546901095718194e-06,,RUNNING
308,,2020-10-12 14:49:12.062361,,,256.0,0.1,0.0037325535074417596,constant_with_warmup,2.0,2.0,9.0,64.0,6.5719923574731366e-06,,RUNNING
309,,2020-10-12 14:49:48.980406,,,256.0,0.1,0.0036008125756471286,constant_with_warmup,2.0,2.0,9.0,64.0,4.784697624428591e-06,,RUNNING
310,,2020-10-12 15:42:18.284543,,,256.0,0.1,0.0017173670265229902,constant_with_warmup,2.0,2.0,10.0,64.0,6.899772378800067e-06,,RUNNING
311,,2020-10-12 17:18:16.625075,,,256.0,0.1,0.0016179759857516541,constant_with_warmup,2.0,2.0,10.0,64.0,6.497400320629948e-06,,RUNNING
