number,value,datetime_start,datetime_complete,duration,params_--d_model,params_--dropout,params_--learning_rate,params_--learning_rate_schedule,params_--n_head,params_--n_layer,params_--num_train_epochs,params_--per_device_train_batch_size,params_--weight_decay,system_attrs_fail_reason,state
185,,2020-10-08 00:35:45.853085,2020-10-08 00:36:19.178515,0 days 00:00:33.325430000,320.0,0.1,0.0035149652412436163,linear_with_warmup,1.0,3.0,8.0,64.0,1.7106394335077092e-06,"Trial 185 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
186,,2020-10-08 00:36:19.779203,2020-10-08 00:37:05.242692,0 days 00:00:45.463489000,320.0,0.1,0.0029799369784605143,linear_with_warmup,1.0,3.0,8.0,64.0,1.9647051167986e-06,"Trial 186 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
187,,2020-10-08 00:37:05.423453,2020-10-08 00:42:30.585587,0 days 00:05:25.162134000,320.0,0.1,0.003423979486255272,linear_with_warmup,1.0,3.0,8.0,64.0,1.6615460829568834e-06,"Trial 187 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
188,,2020-10-08 00:42:31.021988,2020-10-08 00:43:12.298075,0 days 00:00:41.276087000,320.0,0.1,0.003938008321470895,linear_with_warmup,1.0,3.0,8.0,64.0,1.9481126010648894e-06,"Trial 188 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
189,,2020-10-08 00:43:13.527255,2020-10-08 00:43:50.363075,0 days 00:00:36.835820000,320.0,0.1,0.0034554758457071904,linear_with_warmup,1.0,3.0,8.0,64.0,2.131180471812947e-06,"Trial 189 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
190,,2020-10-08 00:43:51.750499,2020-10-08 00:44:39.783643,0 days 00:00:48.033144000,320.0,0.1,0.003676114904321683,linear_with_warmup,1.0,3.0,8.0,64.0,2.011249137330266e-06,"Trial 190 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
191,,2020-10-08 00:44:40.393972,2020-10-08 03:56:27.928373,0 days 03:11:47.534401000,320.0,0.1,0.0037331103489297913,linear_with_warmup,1.0,3.0,8.0,64.0,1.0012250422272734e-06,"Trial 191 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
192,,2020-10-08 02:41:36.390621,2020-10-08 02:42:14.138542,0 days 00:00:37.747921000,320.0,0.1,0.002909776955595509,linear_with_warmup,1.0,3.0,8.0,64.0,1.1283711564810517e-06,"Trial 192 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
193,0.4554987798952826,2020-10-08 02:42:15.968842,2020-10-08 08:52:41.043523,0 days 06:10:25.074681000,320.0,0.1,0.003505033612785489,linear_with_warmup,1.0,3.0,8.0,64.0,1.7109158523693374e-06,,COMPLETE
194,0.3262606514167434,2020-10-08 03:56:28.095203,2020-10-08 10:18:50.626487,0 days 06:22:22.531284000,320.0,0.1,0.00398164999527011,linear_with_warmup,1.0,3.0,8.0,64.0,1.9787037261302465e-06,,COMPLETE
195,0.48844445185389523,2020-10-08 04:09:28.428096,2020-10-08 10:52:26.411405,0 days 06:42:57.983309000,320.0,0.1,0.003313171581140255,linear_with_warmup,1.0,3.0,8.0,64.0,2.160504050648896e-06,,COMPLETE
196,0.4319098359560816,2020-10-08 05:08:58.211795,2020-10-08 12:03:01.475912,0 days 06:54:03.264117000,320.0,0.1,0.004140519113862834,linear_with_warmup,1.0,3.0,7.0,64.0,1.7528508482096385e-06,,COMPLETE
197,0.29590706037828785,2020-10-08 05:19:00.538708,2020-10-08 12:31:11.981997,0 days 07:12:11.443289000,320.0,0.1,0.0033169393285452675,linear_with_warmup,1.0,2.0,8.0,64.0,1.1015513010949583e-06,,COMPLETE
198,0.44631641506675035,2020-10-08 08:52:41.924112,2020-10-08 15:34:54.106266,0 days 06:42:12.182154000,320.0,0.1,0.0037337391081567694,linear_with_warmup,1.0,2.0,7.0,64.0,1.1176113641287427e-06,,COMPLETE
199,0.3865804269956619,2020-10-08 10:18:51.883291,2020-10-08 17:39:15.813907,0 days 07:20:23.930616000,320.0,0.1,0.003463381984823031,linear_with_warmup,1.0,3.0,7.0,64.0,1.0200158437593612e-06,,COMPLETE
200,0.4951190352677289,2020-10-08 10:52:27.265168,2020-10-08 17:16:40.257076,0 days 06:24:12.991908000,320.0,0.1,0.003309968236801944,linear_with_warmup,1.0,2.0,7.0,64.0,1.103891295161554e-06,,COMPLETE
201,0.48569534987550733,2020-10-08 12:03:02.369581,2020-10-08 17:35:00.589971,0 days 05:31:58.220390000,320.0,0.1,0.003063736060954301,linear_with_warmup,1.0,2.0,7.0,64.0,1.0132467715348221e-06,,COMPLETE
202,0.40230047143044156,2020-10-08 12:31:13.123716,2020-10-08 17:46:46.848525,0 days 05:15:33.724809000,320.0,0.1,0.00296072043427684,linear_with_warmup,1.0,2.0,7.0,64.0,1.054250624236261e-06,,COMPLETE
203,0.1287578838550201,2020-10-08 15:34:55.701887,2020-10-08 19:33:38.280610,0 days 03:58:42.578723000,320.0,0.1,0.009746288660234177,linear_with_warmup,1.0,2.0,5.0,64.0,9.116050414354604e-05,,COMPLETE
204,0.13924413870730318,2020-10-08 17:16:41.320080,2020-10-08 21:08:02.313023,0 days 03:51:20.992943000,320.0,0.2,0.009071979267031575,linear_with_warmup,1.0,2.0,5.0,64.0,9.824450305199942e-05,,COMPLETE
205,0.14014325877211442,2020-10-08 17:35:02.005035,2020-10-08 21:35:28.371135,0 days 04:00:26.366100000,320.0,0.2,0.009559474539955431,linear_with_warmup,1.0,2.0,5.0,64.0,1.715888914680673e-05,,COMPLETE
206,0.25754420770162134,2020-10-08 17:39:16.425338,2020-10-08 21:27:45.837630,0 days 03:48:29.412292000,256.0,0.2,0.0015635640705152745,linear_with_warmup,2.0,2.0,5.0,64.0,1.9162311938684095e-05,,COMPLETE
207,0.15453654487898993,2020-10-08 17:46:47.783687,2020-10-08 21:27:45.429314,0 days 03:40:57.645627000,256.0,0.2,0.00972116985847194,linear_with_warmup,2.0,2.0,5.0,64.0,5.8086706241384804e-05,,COMPLETE
208,0.3510842630113783,2020-10-08 19:33:40.874085,2020-10-08 23:36:23.252459,0 days 04:02:42.378374000,256.0,0.2,0.0054519654136306675,cosine_with_warmup,2.0,2.0,5.0,64.0,2.021307380383866e-05,,COMPLETE
209,,2020-10-08 21:08:02.845853,2020-10-08 23:44:41.715255,0 days 02:36:38.869402000,320.0,0.1,0.005605984361798361,linear_with_warmup,2.0,2.0,6.0,64.0,1.4423249285688374e-06,"Trial 209 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
210,,2020-10-08 21:27:46.210255,2020-10-08 23:50:51.964335,0 days 02:23:05.754080000,320.0,0.1,0.005101514444829178,cosine_with_warmup,1.0,2.0,6.0,64.0,1.5478910915726479e-06,"Trial 210 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
211,,2020-10-08 21:27:47.456655,2020-10-08 23:52:03.616605,0 days 02:24:16.159950000,320.0,0.1,0.005662881583790356,cosine_with_warmup,1.0,2.0,6.0,64.0,1.3653108849679068e-06,"Trial 211 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
212,,2020-10-08 21:35:28.869027,2020-10-08 23:53:14.970220,0 days 02:17:46.101193000,320.0,0.1,0.0055344191560047105,cosine_with_warmup,1.0,1.0,6.0,64.0,1.5118864732253832e-06,"Trial 212 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
213,,2020-10-08 23:36:24.984920,2020-10-08 23:54:32.635689,0 days 00:18:07.650769000,320.0,0.1,0.004982436267969133,linear_with_warmup,1.0,1.0,9.0,64.0,1.4418876119235892e-06,"Trial 213 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
214,,2020-10-08 23:44:42.065512,2020-10-08 23:56:05.889097,0 days 00:11:23.823585000,320.0,0.1,0.0052606480272105105,linear_with_warmup,1.0,1.0,9.0,64.0,1.4642929175061252e-06,"Trial 214 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
215,,2020-10-08 23:50:52.171170,2020-10-08 23:58:32.903588,0 days 00:07:40.732418000,320.0,0.1,0.0014918110049671935,linear_with_warmup,1.0,1.0,9.0,64.0,1.3511717222877458e-06,"Trial 215 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
216,,2020-10-08 23:52:04.681242,2020-10-08 23:52:27.317124,0 days 00:00:22.635882000,320.0,0.1,0.001463143597296467,linear_with_warmup,1.0,1.0,9.0,64.0,1.430555722526745e-06,"Trial 216 failed because of the following error: KeyError(<autobench.core.job.Job object at 0x7fae8c6af6d8>,)",FAIL
217,,2020-10-08 23:52:27.951993,,,,,,,,,,,,,RUNNING
218,,2020-10-08 23:53:15.170635,,,,,,,,,,,,,RUNNING
219,,2020-10-08 23:54:33.384106,,,,,,,,,,,,,RUNNING
220,,2020-10-08 23:56:06.449788,,,,,,,,,,,,,RUNNING
221,0.3717769483840677,2020-10-09 12:03:25.155067,2020-10-09 20:26:33.973600,0 days 08:23:08.818533000,320.0,0.1,0.0015627298638340506,linear_with_warmup,1.0,3.0,9.0,64.0,1.517920044469246e-06,,COMPLETE
222,,2020-10-09 12:03:26.028110,2020-10-09 14:00:24.730726,0 days 01:56:58.702616000,320.0,0.1,0.007072525024574861,linear_with_warmup,1.0,1.0,9.0,64.0,1.3996499152107293e-06,"Trial 222 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
223,0.2503041295096538,2020-10-09 12:03:26.433263,2020-10-09 18:30:50.027943,0 days 06:27:23.594680000,320.0,0.1,0.0014667342638419315,linear_with_warmup,1.0,1.0,9.0,64.0,1.4288168743219483e-06,,COMPLETE
224,,2020-10-09 12:03:26.675259,2020-10-09 14:00:26.996158,0 days 01:57:00.320899000,320.0,0.1,0.00514624137365623,linear_with_warmup,1.0,3.0,9.0,64.0,1.3386610511564955e-06,"Trial 224 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
225,0.2077255531902482,2020-10-09 12:03:26.672399,2020-10-09 18:58:49.303829,0 days 06:55:22.631430000,320.0,0.1,0.005159449282232713,linear_with_warmup,1.0,1.0,9.0,64.0,1.4416581371967293e-06,,COMPLETE
226,,2020-10-09 14:00:27.453080,2020-10-09 14:01:14.672458,0 days 00:00:47.219378000,320.0,0.1,0.005199755213671293,linear_with_warmup,1.0,3.0,9.0,64.0,1.4421090927906397e-06,"Trial 226 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
227,,2020-10-09 14:00:28.547674,2020-10-09 14:01:17.939665,0 days 00:00:49.391991000,320.0,0.1,0.0026372680889607293,linear_with_warmup,1.0,1.0,9.0,64.0,1.4593225847258758e-06,"Trial 227 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
228,,2020-10-09 14:01:15.469715,2020-10-09 14:01:54.273772,0 days 00:00:38.804057000,320.0,0.1,0.0052223002952331635,linear_with_warmup,1.0,1.0,9.0,64.0,1.4827710339055334e-06,"Trial 228 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
229,,2020-10-09 14:01:18.373885,2020-10-09 14:02:05.099191,0 days 00:00:46.725306000,320.0,0.1,0.006986218341187004,linear_with_warmup,1.0,1.0,9.0,64.0,1.3962917235928985e-06,"Trial 229 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
230,,2020-10-09 14:01:55.232625,2020-10-09 14:02:36.984745,0 days 00:00:41.752120000,320.0,0.1,0.007065762870936786,linear_with_warmup,1.0,1.0,9.0,64.0,8.520609852520414e-06,"Trial 230 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
231,,2020-10-09 14:02:05.342431,2020-10-09 14:02:45.159836,0 days 00:00:39.817405000,320.0,0.1,0.005126837269353507,linear_with_warmup,1.0,1.0,9.0,64.0,8.723595285660845e-06,"Trial 231 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
232,,2020-10-09 14:02:37.288525,2020-10-09 14:03:14.087950,0 days 00:00:36.799425000,320.0,0.1,0.005010547825953869,linear_with_warmup,1.0,1.0,9.0,64.0,1.3912966127791165e-06,"Trial 232 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
233,,2020-10-09 14:02:47.259685,2020-10-09 14:03:24.501829,0 days 00:00:37.242144000,320.0,0.1,0.007032519753391319,linear_with_warmup,1.0,1.0,9.0,64.0,1.3987455475990183e-06,"Trial 233 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
234,,2020-10-09 14:03:14.843606,2020-10-09 14:03:53.926789,0 days 00:00:39.083183000,320.0,0.1,0.005182844822907912,linear_with_warmup,1.0,3.0,9.0,64.0,1.350570272361296e-06,"Trial 234 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
235,,2020-10-09 14:03:24.703355,2020-10-09 14:04:05.045691,0 days 00:00:40.342336000,320.0,0.1,0.005272513232441984,linear_with_warmup,1.0,1.0,9.0,64.0,1.454827463084466e-06,"Trial 235 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
236,,2020-10-09 14:03:54.528236,2020-10-09 14:04:34.356991,0 days 00:00:39.828755000,320.0,0.1,0.005189199678881812,linear_with_warmup,1.0,1.0,9.0,64.0,1.4786500040529546e-06,"Trial 236 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
237,,2020-10-09 14:04:05.443253,2020-10-09 14:04:44.779589,0 days 00:00:39.336336000,320.0,0.1,0.005539623064234385,linear_with_warmup,1.0,1.0,9.0,64.0,1.458165768936097e-06,"Trial 237 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
238,,2020-10-09 14:04:35.632947,2020-10-09 14:05:18.355968,0 days 00:00:42.723021000,320.0,0.1,0.005175322653910857,linear_with_warmup,1.0,1.0,9.0,64.0,1.398140639763415e-06,"Trial 238 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
239,,2020-10-09 14:04:45.022730,2020-10-09 14:05:24.587746,0 days 00:00:39.565016000,320.0,0.1,0.0051477431355761,linear_with_warmup,1.0,1.0,9.0,64.0,1.4425143403348038e-06,"Trial 239 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
240,,2020-10-09 14:05:18.739905,2020-10-09 14:05:55.103405,0 days 00:00:36.363500000,320.0,0.1,0.005099497626566683,linear_with_warmup,1.0,1.0,9.0,64.0,1.3916695315600428e-06,"Trial 240 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
241,,2020-10-09 14:05:24.765358,2020-10-09 14:06:04.150320,0 days 00:00:39.384962000,320.0,0.1,0.005407815624423123,linear_with_warmup,1.0,1.0,9.0,64.0,1.4366410574219976e-06,"Trial 241 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
242,,2020-10-09 14:05:55.692885,2020-10-09 14:06:34.729860,0 days 00:00:39.036975000,320.0,0.1,0.005322374237765037,linear_with_warmup,1.0,1.0,9.0,64.0,1.363396800343317e-06,"Trial 242 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
243,,2020-10-09 14:06:04.312405,2020-10-09 14:06:44.938756,0 days 00:00:40.626351000,320.0,0.1,0.005037906763328151,linear_with_warmup,1.0,1.0,9.0,64.0,1.3782650381459463e-06,"Trial 243 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
244,,2020-10-09 14:06:35.254118,2020-10-09 14:07:14.088034,0 days 00:00:38.833916000,320.0,0.1,0.005383239512080326,linear_with_warmup,1.0,1.0,9.0,64.0,1.3774575414948855e-06,"Trial 244 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
245,,2020-10-09 14:06:45.797762,2020-10-09 14:07:25.071901,0 days 00:00:39.274139000,320.0,0.1,0.005401496449760126,linear_with_warmup,1.0,1.0,9.0,64.0,1.4554679946700812e-06,"Trial 245 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
246,,2020-10-09 14:07:14.668785,2020-10-09 14:07:54.926219,0 days 00:00:40.257434000,320.0,0.1,0.00515873419703763,linear_with_warmup,1.0,3.0,9.0,64.0,1.381348900191343e-06,"Trial 246 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
247,,2020-10-09 14:07:25.809550,2020-10-09 14:08:05.353460,0 days 00:00:39.543910000,320.0,0.1,0.005095663726287016,linear_with_warmup,1.0,1.0,9.0,64.0,1.4037391737905946e-06,"Trial 247 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
248,,2020-10-09 14:07:55.427729,2020-10-09 14:08:35.250717,0 days 00:00:39.822988000,320.0,0.1,0.005451706419055628,linear_with_warmup,1.0,1.0,9.0,64.0,1.429463460253218e-06,"Trial 248 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
249,,2020-10-09 14:08:05.457852,2020-10-09 14:08:45.429119,0 days 00:00:39.971267000,320.0,0.1,0.0050655532783471305,linear_with_warmup,1.0,1.0,9.0,64.0,1.4116919201092707e-06,"Trial 249 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
250,,2020-10-09 14:08:36.646686,2020-10-09 14:09:15.571546,0 days 00:00:38.924860000,320.0,0.1,0.0014299484929984937,linear_with_warmup,1.0,1.0,9.0,64.0,1.4342139002718688e-06,"Trial 250 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
251,,2020-10-09 14:08:45.704884,2020-10-09 14:09:25.460918,0 days 00:00:39.756034000,320.0,0.1,0.005256676305601894,linear_with_warmup,1.0,1.0,9.0,64.0,8.163577588191003e-06,"Trial 251 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
252,,2020-10-09 14:09:15.715792,2020-10-09 14:09:55.354888,0 days 00:00:39.639096000,320.0,0.1,0.005128596969598595,linear_with_warmup,1.0,1.0,9.0,64.0,1.416359431234844e-06,"Trial 252 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
253,,2020-10-09 14:09:25.942118,2020-10-09 14:10:07.282131,0 days 00:00:41.340013000,320.0,0.1,0.00530976011938108,linear_with_warmup,1.0,1.0,9.0,64.0,1.3858191075733493e-06,"Trial 253 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
254,,2020-10-09 14:09:56.002449,2020-10-09 14:10:35.341092,0 days 00:00:39.338643000,320.0,0.1,0.006627198467314788,linear_with_warmup,1.0,1.0,9.0,64.0,1.4143782284424864e-06,"Trial 254 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
255,,2020-10-09 14:10:08.187197,2020-10-09 14:10:44.581867,0 days 00:00:36.394670000,320.0,0.1,0.005017592946537011,linear_with_warmup,1.0,1.0,9.0,64.0,1.4034010652952468e-06,"Trial 255 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
256,,2020-10-09 14:10:36.852143,2020-10-09 14:11:18.109385,0 days 00:00:41.257242000,320.0,0.1,0.005382114255263145,linear_with_warmup,1.0,1.0,9.0,64.0,1.353636026529387e-06,"Trial 256 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
257,,2020-10-09 14:10:45.085463,2020-10-09 14:11:25.089594,0 days 00:00:40.004131000,320.0,0.1,0.007124198072892923,linear_with_warmup,1.0,1.0,9.0,64.0,1.3825144897821695e-06,"Trial 257 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
258,,2020-10-09 14:11:18.773510,2020-10-09 14:11:55.640058,0 days 00:00:36.866548000,320.0,0.1,0.0014575863655709616,linear_with_warmup,1.0,1.0,9.0,64.0,1.454788364554548e-06,"Trial 258 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
259,,2020-10-09 14:11:27.029169,2020-10-09 14:12:05.984131,0 days 00:00:38.954962000,320.0,0.1,0.005003721557530321,linear_with_warmup,1.0,1.0,9.0,64.0,1.3313686958576619e-06,"Trial 259 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
260,,2020-10-09 14:11:56.981775,2020-10-09 14:12:36.825861,0 days 00:00:39.844086000,320.0,0.1,0.004931541145344227,linear_with_warmup,1.0,1.0,9.0,64.0,1.3703477810202956e-06,"Trial 260 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
261,,2020-10-09 14:12:07.704892,2020-10-09 14:12:45.899208,0 days 00:00:38.194316000,320.0,0.1,0.006978042456826286,linear_with_warmup,1.0,1.0,9.0,64.0,8.092721057808793e-06,"Trial 261 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
262,,2020-10-09 14:12:37.520995,2020-10-09 14:13:15.754833,0 days 00:00:38.233838000,320.0,0.1,0.005007306175573954,linear_with_warmup,1.0,1.0,9.0,64.0,1.4309780441570487e-06,"Trial 262 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
263,,2020-10-09 14:12:46.999160,2020-10-09 14:13:25.245534,0 days 00:00:38.246374000,320.0,0.1,0.007059729427289252,linear_with_warmup,1.0,1.0,9.0,64.0,1.5264414453455937e-06,"Trial 263 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
264,,2020-10-09 14:13:17.025692,2020-10-09 14:13:57.062451,0 days 00:00:40.036759000,320.0,0.1,0.007014253477789507,linear_with_warmup,1.0,1.0,9.0,64.0,1.3651527457706076e-06,"Trial 264 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
265,,2020-10-09 14:13:26.921629,2020-10-09 14:14:05.079121,0 days 00:00:38.157492000,320.0,0.1,0.007083230886323723,linear_with_warmup,1.0,1.0,9.0,64.0,1.384766575940253e-06,"Trial 265 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
266,,2020-10-09 14:13:57.278567,2020-10-09 14:14:36.807983,0 days 00:00:39.529416000,320.0,0.1,0.0026835710849143785,linear_with_warmup,1.0,1.0,9.0,64.0,1.5058220635020582e-06,"Trial 266 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
267,,2020-10-09 14:14:05.681042,2020-10-09 14:14:45.648375,0 days 00:00:39.967333000,320.0,0.1,0.005083353206105383,linear_with_warmup,1.0,1.0,9.0,64.0,1.4131426565704729e-06,"Trial 267 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
268,,2020-10-09 14:14:37.592098,2020-10-09 14:15:15.332117,0 days 00:00:37.740019000,320.0,0.1,0.0054395992042419634,linear_with_warmup,1.0,1.0,9.0,64.0,1.365735511363736e-06,"Trial 268 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
269,0.24885591103567448,2020-10-09 14:14:46.920089,2020-10-09 20:36:46.663840,0 days 06:21:59.743751000,320.0,0.1,0.00531055494989142,linear_with_warmup,1.0,1.0,9.0,64.0,1.3304525557660358e-06,,COMPLETE
270,0.21904640275682716,2020-10-09 14:15:15.811932,2020-10-09 20:22:17.579583,0 days 06:07:01.767651000,320.0,0.1,0.00498005781260267,linear_with_warmup,1.0,1.0,9.0,64.0,1.4669980365347437e-06,,COMPLETE
271,0.10777019141167325,2020-10-09 18:30:52.481552,2020-10-09 23:22:48.451173,0 days 04:51:55.969621000,320.0,0.1,0.00687025887678071,cosine_with_warmup,16.0,2.0,6.0,64.0,8.321781343733805e-06,,COMPLETE
272,0.10003991529217973,2020-10-09 18:58:50.116495,2020-10-09 23:31:08.543943,0 days 04:32:18.427448000,320.0,0.1,0.006757296545294385,cosine_with_warmup,16.0,2.0,6.0,64.0,7.771853452545357e-06,,COMPLETE
273,0.2822937532820054,2020-10-09 20:22:19.676037,2020-10-10 00:50:02.288768,0 days 04:27:42.612731000,128.0,0.1,0.007134377330406827,cosine_with_warmup,16.0,3.0,6.0,64.0,8.656236254282778e-06,,COMPLETE
274,0.22348567605095693,2020-10-09 20:26:34.405040,2020-10-09 23:57:12.692369,0 days 03:30:38.287329000,128.0,0.1,0.0068265762861553,cosine_with_warmup,16.0,4.0,6.0,128.0,7.392435265830934e-06,,COMPLETE
275,0.2556688911696298,2020-10-09 20:36:47.211638,2020-10-10 00:27:41.175843,0 days 03:50:53.964205000,256.0,0.1,0.0007826704728226472,cosine_with_warmup,16.0,4.0,6.0,128.0,3.0344497094347468e-06,,COMPLETE
276,0.4755021785193724,2020-10-09 23:22:49.033415,2020-10-10 04:53:51.918380,0 days 05:31:02.884965000,320.0,0.1,0.0025644558110223233,constant_with_warmup,1.0,2.0,7.0,64.0,3.0775692681999856e-06,,COMPLETE
277,0.5274607640375354,2020-10-09 23:31:09.143976,2020-10-10 04:47:48.521153,0 days 05:16:39.377177000,256.0,0.1,0.002723511822917001,constant_with_warmup,1.0,2.0,7.0,64.0,1.1694575265817006e-06,,COMPLETE
278,0.4901910017923005,2020-10-09 23:57:13.539951,2020-10-10 04:47:44.982151,0 days 04:50:31.442200000,256.0,0.1,0.0027875250229478315,constant_with_warmup,1.0,2.0,7.0,64.0,1.1339567558065062e-06,,COMPLETE
279,,2020-10-10 00:27:43.762890,2020-10-10 03:44:58.996494,0 days 03:17:15.233604000,320.0,0.1,0.0026429810627965115,constant_with_warmup,1.0,2.0,7.0,64.0,1.2059690140843183e-06,"Trial 279 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
280,0.41859548149324566,2020-10-10 00:50:05.631877,2020-10-10 06:09:48.697020,0 days 05:19:43.065143000,256.0,0.1,0.0025473786754049974,constant_with_warmup,1.0,2.0,7.0,64.0,1.2211765313693e-06,,COMPLETE
281,0.4588927580335907,2020-10-11 11:09:45.229962,2020-10-11 17:38:34.298224,0 days 06:28:49.068262000,192.0,0.0,0.002458152545730446,constant_with_warmup,1.0,2.0,7.0,64.0,3.021606793937922e-06,,COMPLETE
282,0.2937495936177725,2020-10-11 11:09:45.829706,2020-10-11 16:57:43.827362,0 days 05:47:57.997656000,192.0,0.0,0.0019134690890070989,constant_with_warmup,1.0,2.0,7.0,64.0,1.9886650123853943e-06,,COMPLETE
283,0.43827692689865244,2020-10-11 11:09:46.238100,2020-10-11 17:34:16.310450,0 days 06:24:30.072350000,192.0,0.0,0.0025877408954708097,constant_with_warmup,1.0,2.0,7.0,64.0,1.9598062266878604e-06,,COMPLETE
284,0.31503682181739123,2020-10-11 11:09:46.840529,2020-10-11 17:38:14.285606,0 days 06:28:27.445077000,192.0,0.0,0.0018935711109505512,constant_with_warmup,1.0,2.0,7.0,64.0,1.0052116591961906e-06,,COMPLETE
285,0.24838566480233318,2020-10-11 11:09:47.248717,2020-10-11 17:08:56.178502,0 days 05:59:08.929785000,192.0,0.0,0.001869866747987765,constant_with_warmup,1.0,2.0,7.0,64.0,1.9407529233719577e-06,,COMPLETE
286,0.48344053291572886,2020-10-11 16:57:46.285639,2020-10-11 21:56:33.524540,0 days 04:58:47.238901000,256.0,0.0,0.0027426293335484154,constant_with_warmup,1.0,2.0,7.0,64.0,3.0896627527040112e-06,,COMPLETE
287,0.5078611480354965,2020-10-11 17:08:57.961255,2020-10-11 21:57:45.031712,0 days 04:48:47.070457000,256.0,0.1,0.002602518148285725,constant_with_warmup,2.0,2.0,7.0,64.0,3.3212882809615164e-06,,COMPLETE
288,0.530398186677892,2020-10-11 17:34:17.721723,2020-10-11 23:09:11.613726,0 days 05:34:53.892003000,256.0,0.1,0.002765352013424135,constant_with_warmup,2.0,2.0,8.0,64.0,3.1625564350525762e-06,,COMPLETE
289,0.5168561382321677,2020-10-11 17:38:16.845933,2020-10-11 21:41:35.165662,0 days 04:03:18.319729000,256.0,0.1,0.002719160231989903,constant_with_warmup,2.0,2.0,8.0,128.0,3.083782814557622e-06,,COMPLETE
